usdot_num,fmcsa_link,user_created,date_created,user_updated,date_updated,entity_type,operating_status,oos_date,legal_name,dba_name,physical_address,phone,mailing_address,state_carrier_id_number,mc_num,duns_number,power_units,drivers,mcs_150_form_date,operation_classification,carrier_type,cargo_types,us_vehicle_inspections,us_driver_inspections,us_hazmat_inspections,us_iep_inspections,us_vehicle_out_of_service,us_driver_out_of_service,us_hazmat_out_of_service,us_iep_out_of_service,us_vehicle_out_of_service_pct,us_driver_out_of_service_pct,us_hazmat_out_of_service_pct,us_iep_out_of_service_pct,us_vehicle_natl_avg_oos_pct,us_driver_natl_avg_oos_pct,us_hazmat_natl_avg_oos_pct,us_iep_natl_avg_oos_pct,us_crashes_fatal,us_crashes_injury,us_crashes_tow,us_crashes_total,canadian_vehicle_inspections,canadian_driver_inspections,canadian_vehicle_out_of_service,canadian_driver_out_of_service,canadian_vehicle_out_of_service_pct,canadian_driver_out_of_service_pct,carrier_safety_rating_rating_date,carrier_safety_rating_review_date,carrier_safety_rating_rating,carrier_safety_rating_type,mileage,mileage_year
2913894,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2913894,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:58.876Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:54.160Z,CARRIER/FREIGHT FORWARDER,NOT AUTHORIZED,,VAUGHN VALENTINI,,"1222 COMMERCE ST APT 1801  
            DALLAS, TX   75202",(682) 238-7057,"1222 COMMERCE ST APT 1801  
          DALLAS, TX   75202-4360",,,--,1,1,2016-07-31,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Metal: sheets, coils, rolls', 'Building Materials', 'Paper Products', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2917597,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2917597,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:39.492Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:32.914Z,BROKER,NOT AUTHORIZED,,"BLUE OX LOGISTICS, LLC",,"5100 BELT LINE RD STE 310  
            DALLAS, TX   75254",(469) 713-1150,"5100 BELT LINE RD STE 310  
          DALLAS, TX   75254",,MC-983333,--,0,,2016-08-09,Auth. For Hire,,"['General Freight', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Drive/Tow away', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Mobile Homes', 'Machinery, Large Objects', 'Fresh Produce', 'Liquids/Gases', 'Intermodal Cont.', 'Oilfield Equipment', 'Livestock', 'Grain, Feed, Hay', 'Coal/Coke', 'Meat', 'Garbage/Refuse', 'US Mail', 'Chemicals', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Utilities', 'Agricultural/Farm Supplies', 'Construction', 'Water Well', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2918300,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2918300,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:44.960Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:38.394Z,CARRIER,AUTHORIZED FOR HHG,,CITY MOVERS LLC,,"100 S BISCAYNE BLVD # 3107
            MIAMI, FL   33131",(786) 202-9256,"4400 N FEDERAL HWY SUIT 53
          BOCA RATON, FL   33431",,MC-983689,--,2,2,2022-03-14,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",1,2,0,0,0,1,0,0,0.0,0.5,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,95000,2021
2924244,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2924244,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:48.834Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:42.499Z,CARRIER,AUTHORIZED FOR HHG,,D EXPRESS INC,,"354 NE 191ST STREET
            MIAMI, FL   33179",(786) 818-9909,"354 NE 191ST STREET
          MIAMI, FL   33179",,MC-986458,--,2,2,2023-03-01,Auth. For Hire,Interstate,['Household Goods'],2,6,0,0,1,1,0,0,0.5,0.17,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,89420,2022
2950441,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2950441,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:02.977Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:58.053Z,CARRIER/FREIGHT FORWARDER,NOT AUTHORIZED,,YMC TRANSPORTATION CORPORATION,,"3630 SW 4TH ST   
            MIAMI, FL   33135",(786) 332-7295,"3630 SW 4TH ST   
          MIAMI, FL   33135-2506",,,--,1,4,2016-11-30,Auth. For Hire,Intrastate Only (HM),"['General Freight', 'Fresh Produce', 'Oilfield Equipment', 'Livestock', 'Grain, Feed, Hay', 'Coal/Coke', 'Meat', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Utilities', 'Agricultural/Farm Supplies', 'Water Well', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2955542,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2955542,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:32.425Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:26.880Z,CARRIER,NOT AUTHORIZED,,US RELOCATION MOVERS LLC,OUT STATE MOVERS,"3236 TOWERWOOD DR
            DALLAS, TX   75234",(888) 605-8002,"3236 TOWERWOOD DR
          DALLAS, TX   75234",,MC-1636,--,1,1,2023-03-17,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,0,1,0,0,0.0,1.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,30000,2022
2962927,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2962927,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:44.325Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:39.149Z,CARRIER,NOT AUTHORIZED,,SEATTLE MOVES & MORE LLC,,"4601 SHILSHOLE AVE NW
            SEATTLE, WA   98107",(206) 972-6683,"PO BOX 237
          SEATTLE, WA   98117",,,--,3,8,2022-07-06,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2021
3006268,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3006268,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:25.626Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:16.367Z,CARRIER,AUTHORIZED FOR HHG,,INTEGRITY VAN LINES INC,A PLUS MOVING AND STORAGE,"600 NE 185TH ST
            MIAMI, FL   33179-4514",(877) 611-6684,"1845 NE 211TH TER
          MIAMI, FL   33179",,MC-26730,--,1,2,2023-03-29,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2023-04-07,None,Non-Ratable,50000,2022
3008596,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3008596,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:09.752Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:04.278Z,BROKER,NOT AUTHORIZED,,J&D GLOBAL CARGO INC,,"2829 BIRD AVE STE 5  
            MIAMI, FL   33133",(305) 684-2841,"2829 BIRD AVE STE 5  
          MIAMI, FL   33133-4607",,,--,0,,2017-05-16,Auth. For Hire,,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3010152,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3010152,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:07.888Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:02.014Z,FREIGHT FORWARDER,NOT AUTHORIZED,,IDARES CONSTRUCTION LLC,,"11603 10TH AVE S   
            SEATTLE, WA   98168",(206) 229-8898,"11603 10TH AVE S   
          SEATTLE, WA   98168-2117",,,--,0,,2017-05-22,Auth. For Hire,,"['Logs, Poles, Beams, Lumber', 'Building Materials', 'Garbage/Refuse', 'Utilities']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3013492,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3013492,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:28.378Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:22.778Z,BROKER,"AUTHORIZED FOR BROKER Property, HHG",,MOVERS EXPERTS INC,NATIONWIDE MOVING GROUP INC,"20200 WEST DIXIE HIGHWAY SUITE 902
            MIAMI, FL   33180",(786) 901-2050,"12106 SW 140 TERRACE
          MIAMI, FL   33186",,MC-30399,--,0,,2021-11-09,Auth. For Hire,,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3014070,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3014070,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:13.168Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:07.644Z,FREIGHT FORWARDER/BROKER,NOT AUTHORIZED,,K AND L INDUSTRIES LLC,,"8110 SKILLMAN ST APT 2016  
            DALLAS, TX   75231",(214) 934-3239,"8110 SKILLMAN ST APT 2016  
          DALLAS, TX   75231-2847",,MC-30736,--,0,,2017-06-02,Auth. For Hire,,"['General Freight', 'Metal: sheets, coils, rolls', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Fresh Produce', 'Liquids/Gases', 'Grain, Feed, Hay', 'Coal/Coke', 'Meat', 'US Mail', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Utilities']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3024026,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3024026,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:41.311Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:36.109Z,BROKER,NOT AUTHORIZED,,ROAD PRO RUNNERS LOGISTICS CORP,,"200 S BISCAYNE BLVD STE 2790  
            MIAMI, FL   33131",(800) 404-4101,"15257 SW 172ND ST   
          MIAMI, FL   33187-6773",,MC-35895,--,0,,2017-07-02,Auth. For Hire,,"['General Freight', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Drive/Tow away', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Machinery, Large Objects', 'Fresh Produce', 'Meat', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Agricultural/Farm Supplies', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3037128,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3037128,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:20.076Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:14.580Z,BROKER,NOT AUTHORIZED,,MAGNO FREIGHT BROKERS INC,,"8567 CORAL WAY #522
            MIAMI, FL   33155",(786) 814-0700,"8567 CORAL WAY #522
          MIAMI, FL   33155",,MC-42667,--,0,,2017-08-10,Auth. For Hire,,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3050864,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3050864,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:42.627Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:36.277Z,CARRIER/BROKER,"AUTHORIZED FOR BROKER Property, HHG",,CALOP FREIGHT SERVICES LLC,,"1221 BRICKELL AVE 900
            MIAMI, FL   33131",(305) 434-5586,"1221 BRICKELL AVE 900
          MIAMI, FL   33131",,MC-51091,--,0,,2022-12-27,Auth. For Hire,Interstate,['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,45000,2017
3074631,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3074631,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:46.216Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:39.942Z,CARRIER/SHIPPER,AUTHORIZED FOR HHG,,CHHJ SEATTLE LLC,COLLEGE HUNKS HAULING JUNK AND MOVING,"4229 W MARGINAL WAY SW
            SEATTLE, WA   98106",(206) 919-2902,"23314 17 AV SE
          BOTHELL, WA   98021",,MC-1481948,--,15,16,2023-01-04,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],2,2,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,176249,2022
3091833,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3091833,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:52.746Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:47.667Z,CARRIER,AUTHORIZED FOR HHG,,TIP TOP VAN LINES LLC,,"20840 SAN SIMEON WAY APT 708
            MIAMI, FL   33179",(773) 230-0134,"20840 SAN SIMEON WAY APT 708
          MIAMI, FL   33179-1837",,MC-72002,--,1,1,2023-01-26,Auth. For Hire,Interstate,['Household Goods'],8,9,0,0,2,1,0,0,0.25,0.11,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,90000,2022
3102392,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3102392,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:06.571Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:00.825Z,CARRIER,NOT AUTHORIZED,,HOLSTON RELOCATION SERVICES INC,HOLSTON RELOCATION SERVICES,"20535 NW 2ND AVENUE #110
            MIAMI, FL   33169",(954) 612-9458,"641 SW 8TH STREET #2
          POMPANO BEACH, FL   33060",,,--,1,1,2023-04-25,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,3500,2022
3109300,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3109300,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:23.582Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:14.580Z,CARRIER,NOT AUTHORIZED,,1ST CHOICE MOVERS LLC,,"3512 S JUNEAU ST APT 305
            SEATTLE, WA   98118-2618",(206) 480-7932,"3512 S JUNEAU ST APT 305
          SEATTLE, WA   98118-2618",,_1,--,1,1,2018-11-08,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3113147,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3113147,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:03.114Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:58.195Z,CARRIER,"AUTHORIZED FOR Property, HHG",,YOUNGSTARS MOVING & DELIVERY LLC,YOUNGSTARS MOVING & DELIVERY,"2908 SAMUELL BLVD #102
            DALLAS, TX   75223",(972) 803-7186,"2908 SAMUELL BLVD #102
          DALLAS, TX   75223",,MC-1354430,--,2,4,2023-07-18,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",3,5,0,0,0,4,0,0,0.0,0.8,,0.0,0.22,0.07,0.04,,0,0,2,2,0,0,0,0,0.0,0.0,,,None,None,40000,2022
3116641,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3116641,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:22.985Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:17.271Z,CARRIER,NOT AUTHORIZED,,SOUTH FLORIDA FURNITURE ASSEMBLY SVCS LLC,MIAMI FURNITURE ASSEMBLY,"20056 NE 15TH CT
            MIAMI, FL   33179-2702",(786) 474-6972,"20056 NE 15TH CT
          MIAMI, FL   33179-2702",,,80-000-559,1,2,2018-06-14,Auth. For Hire,Intrastate Only (Non-HM),['General Freight'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3117581,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3117581,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:56.992Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:51.078Z,BROKER,NOT AUTHORIZED,,FANTASTIC MOVERS LLC,,"120 WEST SKYLINE VW   
            DALLAS, GA   30157",(678) 368-1755,"120 WEST SKYLINE VW   
          DALLAS, GA   30157-7459",,,--,0,,2018-04-02,Auth. For Hire,,['OTHER'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3118935,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3118935,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:38.455Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:33.189Z,FREIGHT FORWARDER,NOT AUTHORIZED,,RAINBOW SKY CARRIER LLC,,"11311 AUDELIA RD APT 237  
            DALLAS, TX   75243",(469) 345-9985,"11311 AUDELIA RD APT 237  
          DALLAS, TX   75243-9056",,,--,0,,2018-04-04,Auth. For Hire,,"['Fresh Produce', 'Commodities Dry Bulk', 'Beverages', 'Paper Products', 'Utilities', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3136688,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3136688,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:35.059Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:27.951Z,BROKER,NOT AUTHORIZED,,ASHLEY'S TRANSPORTATION LLC,,"3523 DUTTON DR 3523 DUTTON DR  
            DALLAS, TX   75211",(469) 951-5121,"3523 DUTTON DR 3523 DUTTON DR  
          DALLAS, TX   75211-6102",,,--,0,,2018-05-15,Auth. For Hire,,['OTHER'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3146846,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3146846,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:42.027Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:35.424Z,BROKER,NOT AUTHORIZED,,C & M TRANSPORTING,,"8306 MILLS DR SUITE 636
            MIAMI, FL   33183",(561) 252-2925,"8306 MILLS DR SUITE 636
          MIAMI, FL   33183",,MC-102587,--,0,0,2018-06-10,Auth. For Hire,,"['General Freight', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Drive/Tow away', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Mobile Homes', 'Machinery, Large Objects', 'Commodities Dry Bulk', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Utilities', 'Agricultural/Farm Supplies', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3152593,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3152593,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:24.590Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:15.525Z,BROKER,NOT AUTHORIZED,,50 STATES LOGISTICS AND BROKERAGE LLC,,"14515 SW 170TH ST   
            MIAMI, FL   33177",,,,,,0,,2018-06-22,Auth. For Hire,,"['General Freight', 'Building Materials', 'Coal/Coke', 'Refrigerated Food', 'Beverages', 'Paper Products', 'Construction']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3154925,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3154925,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:56.979Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:52.157Z,FREIGHT FORWARDER,NOT AUTHORIZED,,TX MOVING AND STORAGE,,"2651 MANANA DR   
            DALLAS, TX   75220",(888) 333-3333,"2651 MANANA DR   
          DALLAS, TX   75220-1301",,,--,0,,2018-06-28,Auth. For Hire,,['OTHER'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3156420,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3156420,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:38.845Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:33.647Z,CARRIER,NOT AUTHORIZED,,RAY DOTCH TRUCKING INC,,"2136 RIVERWAY DRIVE
            DALLAS, TX   75227",(817) 903-1207,"2136 RIVERWAY DRIVE
          DALLAS, TX   75227",,MC-108109,--,2,4,2022-06-29,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Building Materials', 'Meat', 'Beverages', 'Paper Products', 'Construction']",1,1,0,0,0,1,0,0,0.0,1.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,9880,2021
3163291,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3163291,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:18.214Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:12.424Z,CARRIER,AUTHORIZED FOR BROKER HHG,,LNL MOVERS INC,LNL CROSS COUNTRY MOVERS,"3838 OAK LAWN AVE STE 1000
            DALLAS, TX   75219",(866) 227-7688,"3838 OAK LAWN AVE STE 1000
          DALLAS, TX   75219",,MC-112743,--,1,4,2023-02-14,Auth. For Hire,Interstate,['Household Goods'],8,11,0,0,1,3,0,0,0.13,0.27,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,40000,2022
3165347,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3165347,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:45.507Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:40.273Z,BROKER,"AUTHORIZED FOR BROKER Property, HHG",,MOVE GENIUS LLC,SHYFT MOVING,"382 NE 191ST STREET PMB 57421
            MIAMI, FL   33179",(520) 247-8754,"382 NE 191ST STREET PMB 57421
          MIAMI, FL   33179",,MC-114116,--,0,,2021-08-11,Auth. For Hire,,"['Household Goods', 'OTHER']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
3174328,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3174328,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:58.207Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:53.432Z,CARRIER/SHIPPER,"AUTHORIZED FOR Property, HHG",,US DIRECT MOVERS LLC,,"2839 NAGLE STREET
            DALLAS, TX   75075",(206) 866-4064,"2839 NAGLE STREET
          DALLAS, TX   75220",,MC-121388,91-481-355,3,2,2023-03-24,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,1,1,0,0,1.0,1.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,75000,2022
